Date,BDI,BDI_lag_1,BDI_lag_2,BDI_lag_3,BDI_lag_7,BDI_lag_14,BDI_lag_30,Panamax_lag_1,Supramax_lag_1,Handysize_lag_1,BDI_mean_7,BDI_mean_20,BDI_mean_60,BDI_std_7,BDI_std_20,BDI_std_60,BDI_change_1,BDI_change_3,BDI_change_7,BDI_change_14,BDI_pct_change_1,BDI_pct_change_3,BDI_pct_change_7,BDI_pct_change_14,BDI_vs_mean_7,BDI_vs_mean_20,BDI_vs_mean_60,BDI_vs_mean_20_pct,BDI_vs_mean_60_pct,BDI_volatility_ratio,BDI_long_volatility_ratio,Panamax_change_1,Supramax_change_1,Handysize_change_1,Panamax_vs_BDI,Supramax_vs_BDI,Handysize_vs_BDI,Panamax_Supramax_spread,Supramax_Handysize_spread,Panamax_Handysize_spread,month,quarter,day_of_week,month_sin,month_cos,BDI_target_7
2014-02-17,1130.0,1106.0,1097.0,1085.0,1092.0,1177.0,1951.0,1311.0,998.0,671.0,1099.428571428571,1151.9,1618.2,14.976171549848395,86.75246090854786,436.1262373616825,24.0,45.0,38.0,-47.0,0.0216998191681736,0.0414746543778801,0.0347985347985349,-0.0399320305862361,30.571428571428896,-21.90000000000009,-488.2000000000001,-0.0190120670197066,-0.3016932394018045,0.0753124931925929,0.2695131858618728,-2.0,33.0,3.0,1.1601769911504425,0.8831858407079646,0.5938053097345133,313.0,327.0,640.0,2,1,0,0.8660254037844386,0.5000000000000001,1222.0
2014-02-18,1146.0,1130.0,1106.0,1097.0,1091.0,1148.0,1876.0,1308.0,1026.0,676.0,1107.2857142857142,1140.75,1612.3,22.40323105959244,70.11635067217777,440.128498185767,16.0,49.0,55.0,-2.0,0.0141592920353983,0.0446672743846854,0.0504124656278643,-0.0017421602787456,38.71428571428578,5.25,-466.3,0.0046022353714661,-0.2892141660981207,0.0614651331774514,0.2729817640549321,-3.0,28.0,5.0,1.1413612565445026,0.8952879581151832,0.5898778359511344,282.0,350.0,632.0,2,1,1,0.8660254037844386,0.5000000000000001,1250.0
2014-02-19,1160.0,1146.0,1130.0,1106.0,1096.0,1127.0,1826.0,1298.0,1049.0,677.0,1116.428571428571,1132.65,1606.7166666666667,29.090990259707283,56.015293964234026,443.75169005805833,14.0,54.0,64.0,33.0,0.012216404886562,0.0488245931283906,0.0583941605839415,0.0292812777284827,43.571428571428896,27.34999999999991,-446.7166666666667,0.0241469121087713,-0.2780307666773856,0.0494550778830477,0.2761854029800265,-10.0,23.0,1.0,1.1189655172413793,0.9043103448275862,0.5836206896551724,249.0,372.0,621.0,2,1,2,0.8660254037844386,0.5000000000000001,1258.0
2014-02-20,1164.0,1160.0,1146.0,1130.0,1091.0,1110.0,1706.0,1282.0,1068.0,678.0,1126.857142857143,1127.3,1600.6666666666667,31.44534184603708,46.3886329089647,447.3171500941655,4.0,34.0,73.0,54.0,0.0034482758620688,0.0300884955752211,0.0669110907424381,0.0486486486486485,37.14285714285711,36.700000000000045,-436.66666666666674,0.0325556639758715,-0.2728029987505206,0.0411502110431692,0.2794567784844849,-16.0,19.0,1.0,1.1013745704467357,0.9175257731958762,0.5824742268041238,214.0,390.0,604.0,2,1,3,0.8660254037844386,0.5000000000000001,1276.0
2014-02-21,1175.0,1164.0,1160.0,1146.0,1085.0,1093.0,1512.0,1261.0,1087.0,676.0,1139.7142857142858,1123.75,1595.2666666666669,29.83685799883471,38.94648825469622,450.5095370109914,11.0,29.0,90.0,82.0,0.0094501718213058,0.0253054101221641,0.0829493087557604,0.0750228728270814,35.28571428571422,51.25,-420.2666666666669,0.0456062291434927,-0.2634460278323374,0.0346576091254248,0.28240390551903,-21.0,19.0,-2.0,1.073191489361702,0.9251063829787234,0.5753191489361702,174.0,411.0,585.0,2,1,4,0.8660254037844386,0.5000000000000001,1325.0
2014-02-24,1174.0,1175.0,1164.0,1160.0,1097.0,1084.0,1395.0,1244.0,1098.0,677.0,1150.7142857142858,1121.6,1590.1166666666666,25.31609689326593,34.455768747841894,453.5704341120239,-1.0,14.0,77.0,90.0,-0.0008510638297872,0.0120689655172414,0.0701914311759344,0.0830258302583026,23.28571428571422,52.40000000000009,-416.11666666666656,0.0467189728958631,-0.2616893938599892,0.0307201932487891,0.2852434941536935,-17.0,11.0,1.0,1.059625212947189,0.9352640545144804,0.5766609880749574,146.0,421.0,567.0,2,1,0,0.8660254037844386,0.5000000000000001,1391.0
2014-02-25,1197.0,1174.0,1175.0,1164.0,1106.0,1086.0,1370.0,1222.0,1096.0,679.0,1163.7142857142858,1122.6,1585.2,21.62340002348884,36.38449640921435,456.24305149109193,23.0,33.0,91.0,111.0,0.0195911413969336,0.0283505154639174,0.0822784810126582,0.1022099447513811,33.28571428571422,74.40000000000009,-388.2000000000001,0.0662747194013897,-0.244890234670704,0.0324109178774401,0.2878141884248624,-22.0,-2.0,2.0,1.0208855472013367,0.9156223893065998,0.5672514619883041,126.0,417.0,543.0,2,1,1,0.8660254037844386,0.5000000000000001,1480.0
2014-02-26,1222.0,1197.0,1174.0,1175.0,1130.0,1092.0,1374.0,1187.0,1096.0,679.0,1176.857142857143,1126.3,1580.3666666666666,25.353688564266847,42.3731543613536,458.5618626978359,25.0,47.0,92.0,130.0,0.0208855472013367,0.04,0.0814159292035399,0.119047619047619,45.14285714285711,95.70000000000005,-358.36666666666656,0.0849684808665542,-0.2267617219632574,0.037621552305206,0.2901616899229098,-35.0,0.0,0.0,0.9713584288052372,0.8968903436988543,0.5556464811783961,91.0,417.0,508.0,2,1,2,0.8660254037844386,0.5000000000000001,1543.0
2014-02-27,1250.0,1222.0,1197.0,1174.0,1146.0,1091.0,1398.0,1154.0,1097.0,674.0,1191.7142857142858,1132.45,1574.9833333333331,33.44006721348387,50.60629771506574,460.5414827620176,28.0,76.0,104.0,159.0,0.0229132569558101,0.0647359454855196,0.0907504363001745,0.1457378551787351,58.28571428571422,117.54999999999995,-324.9833333333331,0.1038014923396176,-0.2063408078392362,0.044687445551738,0.2924103849323385,-33.0,1.0,-5.0,0.9232,0.8776,0.5392,57.0,423.0,480.0,2,1,3,0.8660254037844386,0.5000000000000001,1562.0
2014-02-28,1258.0,1250.0,1222.0,1197.0,1160.0,1096.0,1421.0,1123.0,1100.0,673.0,1205.7142857142858,1139.85,1567.3,38.13447384247271,57.50173910417713,461.94145567872704,8.0,61.0,98.0,162.0,0.0063999999999999,0.0509607351712615,0.0844827586206895,0.1478102189781021,52.28571428571422,118.15000000000008,-309.29999999999995,0.1036539895600299,-0.1973457538441906,0.0504467597527544,0.2947370992654419,-31.0,3.0,-1.0,0.8926868044515104,0.8744038155802861,0.5349761526232114,23.0,427.0,450.0,2,1,4,0.8660254037844386,0.5000000000000001,1580.0
2014-03-03,1276.0,1258.0,1250.0,1222.0,1164.0,1091.0,1428.0,1099.0,1103.0,669.0,1221.7142857142858,1149.0,1558.2166666666667,41.09628647346139,63.86251680474611,462.2264868451917,18.0,54.0,112.0,185.0,0.0143084260731318,0.0441898527004909,0.0962199312714777,0.1695692025664528,54.28571428571422,127.0,-282.2166666666667,0.1105308964316797,-0.1811151637020953,0.0555809545733212,0.2966381355899533,-24.0,3.0,-4.0,0.8612852664576802,0.8644200626959248,0.524294670846395,-4.0,434.0,430.0,3,1,0,1.0,6.123233995736766e-17,1453.0
2014-03-04,1325.0,1276.0,1258.0,1250.0,1175.0,1085.0,1369.0,1080.0,1107.0,666.0,1243.142857142857,1161.05,1549.2166666666667,50.67026929551597,73.0309775657939,461.4083118301989,49.0,75.0,150.0,240.0,0.0384012539184952,0.06,0.127659574468085,0.2211981566820275,81.85714285714289,163.95000000000005,-224.2166666666667,0.1412083889582705,-0.1447290566200123,0.0629008032089866,0.2978332997300994,-19.0,4.0,-3.0,0.8150943396226416,0.8354716981132075,0.5026415094339622,-27.0,441.0,414.0,3,1,1,1.0,6.123233995736766e-17,1468.0
2014-03-05,1391.0,1325.0,1276.0,1258.0,1174.0,1097.0,1322.0,1062.0,1115.0,662.0,1274.142857142857,1176.3,1540.3666666666666,65.52207915769003,87.0360481881822,459.2242156354498,66.0,133.0,217.0,294.0,0.049811320754717,0.1057233704292528,0.1848381601362863,0.268003646308113,116.85714285714288,214.70000000000005,-149.36666666666656,0.1825214656125138,-0.0969682543117439,0.0739913697085626,0.298126560106111,-18.0,8.0,-4.0,0.7634795111430626,0.8015815959741194,0.4759166067577282,-53.0,453.0,400.0,3,1,2,1.0,6.123233995736766e-17,1477.0
2014-03-06,1480.0,1391.0,1325.0,1276.0,1197.0,1106.0,1271.0,1053.0,1116.0,661.0,1314.571428571429,1195.7,1531.8,91.96350207712412,107.97909154336998,455.3967091579274,89.0,204.0,283.0,374.0,0.0639827462257369,0.1598746081504702,0.2364243943191311,0.3381555153707052,165.4285714285711,284.29999999999995,-51.79999999999996,0.2377686710713389,-0.0338164251207729,0.0903061734075185,0.2972951489475959,-9.0,1.0,-1.0,0.7114864864864865,0.754054054054054,0.4466216216216216,-63.0,455.0,392.0,3,1,3,1.0,6.123233995736766e-17,1481.0
2014-03-07,1543.0,1480.0,1391.0,1325.0,1222.0,1130.0,1246.0,1056.0,1122.0,663.0,1360.428571428571,1218.3,1521.7666666666669,115.2054066191728,129.97372204048753,448.2329663137252,63.0,218.0,321.0,413.0,0.0425675675675676,0.1645283018867924,0.2626841243862521,0.3654867256637168,182.5714285714289,324.70000000000005,21.23333333333312,0.2665189198062875,0.013953080849013,0.1066844964626836,0.2945477622371313,3.0,6.0,2.0,0.6843810758263124,0.7271548930654569,0.4296824368114063,-66.0,459.0,393.0,3,1,4,1.0,6.123233995736766e-17,1518.0
2014-03-10,1562.0,1543.0,1480.0,1391.0,1250.0,1146.0,1217.0,1075.0,1131.0,663.0,1405.0,1241.6,1511.5333333333333,125.27569596694704,147.48502154101206,439.9762885239188,19.0,171.0,312.0,416.0,0.0123136746597536,0.1229331416247303,0.2496,0.3630017452006981,157.0,320.4000000000001,50.4666666666667,0.2580541237113403,0.0333877298989988,0.1187862609060986,0.2910794481479637,19.0,9.0,0.0,0.6882202304737516,0.7240717029449424,0.4244558258642765,-56.0,468.0,412.0,3,1,0,1.0,6.123233995736766e-17,1570.0
2014-03-11,1580.0,1562.0,1543.0,1480.0,1258.0,1160.0,1177.0,1088.0,1137.0,663.0,1451.0,1266.05,1501.4833333333331,121.35897165023547,161.10848747613414,431.1775163027145,18.0,100.0,322.0,420.0,0.0115236875800255,0.0675675675675675,0.2559618441971383,0.3620689655172413,129.0,313.95000000000005,78.51666666666688,0.2479759883100983,0.0522927327420663,0.1272528632171985,0.287167700586785,13.0,6.0,0.0,0.6886075949367089,0.7196202531645569,0.419620253164557,-49.0,474.0,425.0,3,1,1,1.0,6.123233995736766e-17,1621.0
2014-03-12,1453.0,1580.0,1562.0,1543.0,1276.0,1164.0,1148.0,1104.0,1149.0,666.0,1476.2857142857142,1284.45,1488.4166666666667,94.22617167525128,160.35535374190002,420.25114733473873,-127.0,-90.0,177.0,289.0,-0.080379746835443,-0.0583279325988334,0.1387147335423197,0.2482817869415807,-23.28571428571422,168.54999999999995,-35.41666666666674,0.1312234808672972,-0.023794860310173,0.1248435935551403,0.2823477838876246,16.0,12.0,3.0,0.7598072952512044,0.7907777013076394,0.4583620096352374,-45.0,483.0,438.0,3,1,2,1.0,6.123233995736766e-17,1599.0
2014-03-13,1468.0,1453.0,1580.0,1562.0,1325.0,1175.0,1127.0,1102.0,1159.0,668.0,1496.7142857142858,1303.0,1474.5666666666666,67.73899488901341,158.9826206986673,406.5546168686089,15.0,-94.0,143.0,293.0,0.0103234686854782,-0.0601792573623559,0.1079245283018868,0.2493617021276595,-28.71428571428578,165.0,-6.566666666666606,0.1266308518802762,-0.0044532857110563,0.122012755716552,0.2757112486393351,-2.0,10.0,2.0,0.7506811989100818,0.7895095367847411,0.4550408719346049,-57.0,491.0,434.0,3,1,3,1.0,6.123233995736766e-17,1602.0
2014-03-14,1477.0,1468.0,1453.0,1580.0,1391.0,1174.0,1110.0,1106.0,1173.0,668.0,1509.0,1321.55,1460.2333333333331,51.13381138414128,156.4102147021217,390.47560598590906,9.0,-103.0,86.0,303.0,0.0061307901907357,-0.0651898734177215,0.0618260244428467,0.25809199318569,-32.0,155.45000000000005,16.76666666666688,0.1176270288676176,0.0114821832127287,0.1183536110643726,0.2674063090277187,4.0,14.0,0.0,0.7488151658767772,0.7941773865944483,0.4522681110358835,-67.0,505.0,438.0,3,1,4,1.0,6.123233995736766e-17,1578.0
2014-03-17,1481.0,1477.0,1468.0,1453.0,1480.0,1197.0,1093.0,1113.0,1183.0,671.0,1509.142857142857,1339.1,1446.0833333333333,51.040600086060174,153.45011189996336,373.4340089487762,4.0,28.0,1.0,284.0,0.002708192281652,0.0192704748795595,0.0006756756756756,0.2372598162071846,-28.14285714285711,141.9000000000001,34.91666666666674,0.1059666940482414,0.0241456808620988,0.1145919736389839,0.2582382358892015,7.0,10.0,3.0,0.7515192437542201,0.7987846049966238,0.4530722484807562,-70.0,512.0,442.0,3,1,0,1.0,6.123233995736766e-17,1496.0
2014-03-18,1518.0,1481.0,1477.0,1468.0,1543.0,1222.0,1084.0,1116.0,1191.0,671.0,1505.571428571429,1357.7,1433.1833333333334,49.11502534141673,151.34314443815146,356.7113675193445,37.0,50.0,-25.0,296.0,0.0249831195138419,0.034059945504087,-0.0162022034996759,0.2422258592471358,12.428571428571104,160.29999999999995,84.8166666666666,0.1180673197318995,0.0591806119245036,0.1114702396981302,0.2488944430366046,3.0,8.0,0.0,0.7351778656126482,0.7845849802371542,0.4420289855072464,-75.0,520.0,445.0,3,1,1,1.0,6.123233995736766e-17,1412.0
2014-03-19,1570.0,1518.0,1481.0,1477.0,1562.0,1250.0,1086.0,1118.0,1198.0,668.0,1506.7142857142858,1378.2,1422.2666666666669,50.71395036779376,150.92193869333116,341.7782940151319,52.0,93.0,8.0,320.0,0.0342555994729907,0.0629654705484088,0.0051216389244557,0.256,63.28571428571422,191.79999999999995,147.73333333333312,0.1391670294587142,0.1038717540076871,0.1095065583321224,0.2403053534370946,2.0,7.0,-3.0,0.7121019108280254,0.7630573248407644,0.4254777070063694,-80.0,530.0,450.0,3,1,2,1.0,6.123233995736766e-17,1373.0
2014-03-20,1621.0,1570.0,1518.0,1481.0,1580.0,1258.0,1092.0,1120.0,1200.0,667.0,1512.571428571429,1401.05,1413.35,61.75450629404542,151.3794378722972,329.05338421147417,51.0,140.0,41.0,363.0,0.0324840764331211,0.0945307224848075,0.0259493670886075,0.2885532591414945,108.4285714285711,219.95000000000005,207.6500000000001,0.156989400806538,0.1469204372589946,0.1080471345578653,0.2328180452198494,2.0,2.0,-1.0,0.6909315237507712,0.7402837754472548,0.4114743985194324,-80.0,533.0,453.0,3,1,3,1.0,6.123233995736766e-17,1362.0
2014-03-21,1599.0,1621.0,1570.0,1518.0,1453.0,1276.0,1091.0,1120.0,1205.0,671.0,1533.428571428571,1422.25,1404.4333333333334,62.92550395206353,147.70093361072625,316.1916050015458,-22.0,81.0,146.0,323.0,-0.0135718692165329,0.0533596837944663,0.1004817618719891,0.2531347962382444,65.5714285714289,176.75,194.5666666666666,0.124274916505537,0.138537488429497,0.1038501906210063,0.225138208768575,0.0,5.0,4.0,0.7004377736085053,0.7535959974984365,0.4196372732958098,-85.0,534.0,449.0,3,1,4,1.0,6.123233995736766e-17,1316.0
2014-03-24,1602.0,1599.0,1621.0,1570.0,1468.0,1325.0,1096.0,1112.0,1209.0,674.0,1552.571428571429,1443.65,1394.3333333333333,60.019044596592096,140.67853425454288,299.3168304184694,3.0,32.0,134.0,277.0,0.0018761726078799,0.0203821656050955,0.0912806539509536,0.2090566037735848,49.428571428571104,158.3499999999999,207.6666666666668,0.1096872510650087,0.148936170212766,0.0974464269418092,0.2146666247323471,-8.0,4.0,3.0,0.6941323345817728,0.7546816479400749,0.4207240948813982,-97.0,535.0,438.0,3,1,0,1.0,6.123233995736766e-17,1273.0
2014-03-25,1578.0,1602.0,1599.0,1621.0,1477.0,1391.0,1091.0,1107.0,1207.0,676.0,1567.0,1462.7,1383.1833333333334,50.15309894049661,130.9829639384907,278.77081843164115,-24.0,-43.0,101.0,187.0,-0.0149812734082397,-0.0265268352868599,0.068381855111713,0.1344356578001437,11.0,115.29999999999995,194.8166666666666,0.0788268271005674,0.1408465978238603,0.0895487549999936,0.201542927617434,-5.0,-2.0,2.0,0.7015209125475285,0.7648922686945501,0.4283903675538656,-100.0,531.0,431.0,3,1,1,1.0,6.123233995736766e-17,1235.0
2014-03-26,1496.0,1578.0,1602.0,1599.0,1481.0,1480.0,1085.0,1088.0,1201.0,676.0,1569.142857142857,1476.4,1370.1666666666667,46.01604275117632,118.1864717523538,253.4083036555621,-82.0,-103.0,15.0,16.0,-0.0519645120405576,-0.0644152595372107,0.0101282916948008,0.0108108108108107,-73.14285714285711,19.59999999999991,125.83333333333326,0.0132755350853426,0.0918379759153387,0.080050441447002,0.1849470650691367,-19.0,-6.0,0.0,0.7272727272727273,0.8028074866310161,0.4518716577540106,-113.0,525.0,412.0,3,1,2,1.0,6.123233995736766e-17,1205.0
2014-03-27,1412.0,1496.0,1578.0,1602.0,1518.0,1543.0,1097.0,1062.0,1180.0,672.0,1554.0,1484.5,1358.4833333333331,74.36172850780602,106.8621837498948,233.9958345034792,-84.0,-190.0,-106.0,-131.0,-0.0561497326203208,-0.1186017478152309,-0.069828722002635,-0.0848995463383019,-142.0,-72.5,53.51666666666688,-0.0488379925900976,0.0393944227017876,0.0719853039743312,0.1722478507920444,-26.0,-21.0,-4.0,0.7521246458923513,0.8356940509915014,0.4759206798866855,-118.0,508.0,390.0,3,1,3,1.0,6.123233995736766e-17,1186.0
2014-03-28,1373.0,1412.0,1496.0,1578.0,1570.0,1562.0,1106.0,1018.0,1139.0,659.0,1525.857142857143,1490.25,1347.4333333333334,100.11564741410308,96.6381612538916,216.45623244660743,-39.0,-205.0,-197.0,-189.0,-0.0276203966005665,-0.1299112801013942,-0.1254777070063694,-0.1209987195902688,-152.8571428571429,-117.25,25.56666666666661,-0.0786780741486327,0.0189743462880043,0.0648469459848291,0.1606433706899097,-44.0,-41.0,-13.0,0.741442097596504,0.8295702840495266,0.4799708667152221,-121.0,480.0,359.0,3,1,4,1.0,6.123233995736766e-17,1098.0
2014-03-31,1362.0,1373.0,1412.0,1496.0,1621.0,1580.0,1130.0,978.0,1115.0,649.0,1488.857142857143,1494.55,1337.6166666666666,106.73398173564604,88.14311030786072,201.45581099913417,-11.0,-134.0,-259.0,-218.0,-0.0080116533139111,-0.089572192513369,-0.1597779148673658,-0.1379746835443037,-126.85714285714288,-132.54999999999995,24.38333333333344,-0.0886889030142852,0.0182289395317543,0.0589763542925032,0.1506080299531262,-40.0,-24.0,-10.0,0.7180616740088106,0.8186490455212923,0.4765051395007342,-137.0,466.0,329.0,3,1,0,1.0,6.123233995736766e-17,1061.0
2014-04-01,1316.0,1362.0,1373.0,1412.0,1599.0,1453.0,1146.0,942.0,1090.0,642.0,1448.428571428571,1494.1,1328.2833333333333,111.54947653076782,89.07235379472787,188.65564465420923,-46.0,-96.0,-283.0,-137.0,-0.0337738619676946,-0.0679886685552407,-0.1769856160100062,-0.094287680660702,-132.4285714285711,-178.0999999999999,-12.283333333333305,-0.1192021953015192,-0.009247525000941,0.0596160590286646,0.1420296708690735,-36.0,-25.0,-7.0,0.71580547112462,0.8282674772036475,0.4878419452887538,-148.0,448.0,300.0,4,2,1,0.8660254037844387,-0.4999999999999998,1029.0
2014-04-02,1273.0,1316.0,1362.0,1373.0,1602.0,1468.0,1160.0,897.0,1068.0,632.0,1401.428571428571,1488.2,1319.0666666666666,105.18849294301133,99.55247227893908,177.08102776833158,-43.0,-100.0,-329.0,-195.0,-0.0326747720364741,-0.0728332119446467,-0.2053682896379525,-0.1328337874659401,-128.4285714285711,-215.20000000000005,-46.066666666666606,-0.1446042198629216,-0.0349236834125138,0.0668945519949866,0.1342472160378537,-45.0,-22.0,-10.0,0.7046347211311862,0.8389630793401414,0.4964650432050275,-171.0,436.0,265.0,4,2,2,0.8660254037844387,-0.4999999999999998,1002.0
2014-04-03,1235.0,1273.0,1316.0,1362.0,1578.0,1477.0,1164.0,867.0,1047.0,621.0,1352.428571428571,1475.95,1311.2166666666667,87.65625503991286,114.55748958954804,169.9329969321326,-38.0,-127.0,-343.0,-242.0,-0.0298507462686566,-0.093245227606461,-0.2173637515842839,-0.1638456330399458,-117.4285714285711,-240.95000000000005,-76.2166666666667,-0.1632507876283072,-0.0581266762421669,0.0776161046035082,0.1295994790579736,-30.0,-21.0,-11.0,0.7020242914979757,0.8477732793522267,0.5028340080971659,-180.0,426.0,246.0,4,2,3,0.8660254037844387,-0.4999999999999998,989.0
2014-04-04,1205.0,1235.0,1273.0,1316.0,1496.0,1481.0,1175.0,836.0,1025.0,610.0,1310.857142857143,1459.05,1306.1,76.51454888110923,128.2577483039785,168.39991746850234,-30.0,-111.0,-291.0,-276.0,-0.0242914979757085,-0.0843465045592705,-0.19451871657754,-0.1863605671843349,-105.85714285714288,-254.04999999999995,-101.09999999999992,-0.1741201466707789,-0.0774060179159328,0.0879049712511418,0.1289334028546837,-31.0,-22.0,-11.0,0.6937759336099585,0.8506224066390041,0.5062240663900415,-189.0,415.0,226.0,4,2,4,0.8660254037844387,-0.4999999999999998,970.0
2014-04-07,1186.0,1205.0,1235.0,1273.0,1412.0,1518.0,1174.0,822.0,1003.0,598.0,1278.571428571429,1440.25,1302.6166666666666,74.37485494186002,139.4424518158931,168.69118225846907,-19.0,-87.0,-226.0,-332.0,-0.0157676348547718,-0.0683424980361351,-0.160056657223796,-0.2187088274044796,-92.5714285714289,-254.25,-116.61666666666656,-0.1765318521090088,-0.0895249305884309,0.0968182272632481,0.1295017840437599,-14.0,-22.0,-12.0,0.6930860033726813,0.845699831365936,0.5042158516020236,-181.0,405.0,224.0,4,2,0,0.8660254037844387,-0.4999999999999998,936.0
2014-04-08,1098.0,1186.0,1205.0,1235.0,1373.0,1570.0,1197.0,812.0,982.0,588.0,1239.2857142857142,1416.15,1298.0833333333333,87.63126208860643,154.82223252561965,170.49482239436338,-88.0,-137.0,-275.0,-472.0,-0.0741989881956155,-0.1109311740890688,-0.2002913328477785,-0.3006369426751593,-141.28571428571422,-318.1500000000001,-200.0833333333333,-0.2246584048299968,-0.1541375104320472,0.1093261536741303,0.131343510864246,-10.0,-21.0,-10.0,0.7395264116575592,0.8943533697632058,0.5355191256830601,-170.0,394.0,224.0,4,2,1,0.8660254037844387,-0.4999999999999998,930.0
2014-04-09,1061.0,1098.0,1186.0,1205.0,1362.0,1621.0,1222.0,801.0,965.0,580.0,1196.2857142857142,1396.55,1292.8666666666666,91.15867902678816,173.5873737222725,172.90405556084357,-37.0,-144.0,-301.0,-560.0,-0.0336976320582877,-0.1195020746887967,-0.2209985315712188,-0.3454657618753856,-135.28571428571422,-335.54999999999995,-231.86666666666656,-0.2402706670008234,-0.1793430619295621,0.1242972852545719,0.1337369583567603,-11.0,-17.0,-8.0,0.7549481621112158,0.9095193213949104,0.5466540999057493,-164.0,385.0,221.0,4,2,2,0.8660254037844387,-0.4999999999999998,939.0
2014-04-10,1029.0,1061.0,1098.0,1186.0,1316.0,1599.0,1250.0,794.0,949.0,571.0,1155.2857142857142,1374.6,1286.7166666666667,92.86677605711633,190.96304409631887,175.64197904336174,-32.0,-157.0,-287.0,-570.0,-0.0301602262016965,-0.1323777403035413,-0.2180851063829787,-0.3564727954971857,-126.28571428571422,-345.5999999999999,-257.7166666666667,-0.2514185945002182,-0.2002901441653821,0.1389226277435755,0.1365040055775255,-7.0,-16.0,-9.0,0.771622934888241,0.9222546161321672,0.5549076773566569,-155.0,378.0,223.0,4,2,3,0.8660254037844387,-0.4999999999999998,956.0
2014-04-11,1002.0,1029.0,1061.0,1098.0,1273.0,1602.0,1258.0,787.0,936.0,562.0,1116.571428571429,1350.85,1279.7333333333331,92.0993252651206,206.46581850401424,178.518466657828,-27.0,-96.0,-271.0,-600.0,-0.0262390670553935,-0.087431693989071,-0.2128829536527886,-0.3745318352059925,-114.5714285714289,-348.8499999999999,-277.7333333333331,-0.2582448088240737,-0.217024380079183,0.1528414098560271,0.1394966138709845,-7.0,-13.0,-9.0,0.7854291417165669,0.934131736526946,0.5608782435129741,-149.0,374.0,225.0,4,2,4,0.8660254037844387,-0.4999999999999998,962.0
2014-04-14,989.0,1002.0,1029.0,1061.0,1235.0,1578.0,1276.0,782.0,927.0,556.0,1081.428571428571,1326.25,1272.4166666666667,86.11785943862476,219.06833228591583,181.3131284959277,-13.0,-72.0,-246.0,-589.0,-0.0129740518962075,-0.0678605089538171,-0.1991902834008097,-0.3732572877059569,-92.4285714285711,-337.25,-283.41666666666674,-0.2542884071630537,-0.2227388827035169,0.1651787613842909,0.1424950908344444,-5.0,-9.0,-6.0,0.7906976744186046,0.9373104145601616,0.5621840242669363,-145.0,371.0,226.0,4,2,0,0.8660254037844387,-0.4999999999999998,967.0
2014-04-15,970.0,989.0,1002.0,1029.0,1205.0,1496.0,1325.0,778.0,921.0,549.0,1047.857142857143,1298.85,1265.7666666666669,75.00539663127435,227.91486753196085,184.9904593661693,-19.0,-59.0,-235.0,-526.0,-0.0192113245702729,-0.0573372206025267,-0.1950207468879667,-0.3516042780748662,-77.85714285714289,-328.8499999999999,-295.7666666666669,-0.2531855102590752,-0.2336660258604799,0.1754743561858266,0.1461489421690432,-4.0,-6.0,-7.0,0.8020618556701031,0.9494845360824742,0.565979381443299,-143.0,372.0,229.0,4,2,1,0.8660254037844387,-0.4999999999999998,961.0
2014-04-16,936.0,970.0,989.0,1002.0,1186.0,1412.0,1391.0,777.0,916.0,543.0,1012.1428571428572,1267.15,1259.3333333333333,55.158645654889874,232.2655637525051,189.65478600108293,-34.0,-66.0,-250.0,-476.0,-0.0350515463917525,-0.0658682634730538,-0.2107925801011804,-0.3371104815864022,-76.14285714285722,-331.1500000000001,-323.33333333333326,-0.2613344907864105,-0.2567496029645315,0.1832976078226769,0.1505993536271172,-1.0,-5.0,-6.0,0.8301282051282052,0.9786324786324786,0.5801282051282052,-139.0,373.0,234.0,4,2,2,0.8660254037844387,-0.4999999999999998,949.0
2014-04-17,930.0,936.0,970.0,989.0,1098.0,1373.0,1480.0,792.0,909.0,536.0,988.1428571428572,1232.6,1253.65,47.60752241486499,228.2179014151201,194.3504457487072,-6.0,-59.0,-168.0,-443.0,-0.0064102564102563,-0.0596562184024267,-0.1530054644808742,-0.3226511289147851,-58.14285714285722,-302.5999999999999,-323.6500000000001,-0.2454973227324354,-0.2581661548279025,0.185151631847412,0.1550276757856716,15.0,-7.0,-7.0,0.8516129032258064,0.9774193548387096,0.5763440860215053,-117.0,373.0,256.0,4,2,3,0.8660254037844387,-0.4999999999999998,943.0
2014-04-22,939.0,930.0,936.0,970.0,1061.0,1362.0,1543.0,812.0,908.0,533.0,970.7142857142856,1199.6,1248.5333333333333,37.81408152937959,220.01875518142649,198.55106218248923,9.0,-31.0,-122.0,-423.0,0.0096774193548387,-0.0319587628865979,-0.1149858623939679,-0.3105726872246696,-31.714285714285552,-260.5999999999999,-309.5333333333333,-0.217239079693231,-0.2479175565997436,0.1834100993509724,0.1590274419445396,20.0,-1.0,-3.0,0.8647497337593184,0.966986155484558,0.5676251331203408,-96.0,375.0,279.0,4,2,1,0.8660254037844387,-0.4999999999999998,993.0
