Fold,Train_Start,Train_End,Validation_Start,Validation_End,Naive_MAE,Naive_RMSE,Linear_MAE,Linear_RMSE,XGBoost_MAE,XGBoost_RMSE,LightGBM_MAE,LightGBM_RMSE
129,2012-07-05,2024-01-08,2024-01-09,2024-01-17,180.0,236.65647194675603,275.4950446376825,283.6743462047989,143.89800153459822,165.07486552352756,146.95985261172132,168.72279153448696
130,2012-07-05,2024-01-17,2024-01-18,2024-01-26,82.71428571428571,90.58776328590334,222.48110132968722,259.7160343013765,176.28280203683036,189.9569443340288,166.07410595018376,180.55560050271356
131,2012-07-05,2024-01-26,2024-01-29,2024-02-06,117.57142857142857,130.49083164290562,93.29186380830869,97.75728379660039,55.8692626953125,80.01060989280855,71.56190934586486,85.44930456320805
132,2012-07-05,2024-02-06,2024-02-07,2024-02-15,173.0,189.16923639957952,180.52009237059568,208.61848952935898,178.78555733816964,204.40607291605068,175.86217110859252,206.10174671824663
133,2012-07-05,2024-02-15,2024-02-16,2024-02-26,426.0,436.0717503216316,460.90215199689766,472.1807937181732,392.397216796875,400.82851027153515,385.2200828493529,394.14405571968405
134,2012-07-05,2024-02-26,2024-02-27,2024-03-06,194.85714285714286,222.84972515127768,286.96048271417266,320.9446941320689,323.42306082589283,327.83977294326877,333.88199439639317,336.94326803217643
135,2012-07-05,2024-03-06,2024-03-07,2024-03-15,167.0,198.1114405003983,140.93408866405517,157.46753589365593,196.22837611607142,233.05532302817838,215.98760721921136,248.72837262298978
136,2012-07-05,2024-03-15,2024-03-18,2024-03-26,523.0,526.3129161575704,267.59017496004566,282.35593467645504,367.0760498046875,371.78947349221284,391.8004752229829,398.4314632355069
137,2012-07-05,2024-03-26,2024-03-27,2024-04-08,144.71428571428572,177.4030922584416,215.91564567892812,252.8233808909954,185.72980608258928,201.27830860485437,195.95498486104572,216.7501771517941
138,2012-07-05,2024-04-08,2024-04-09,2024-04-17,161.85714285714286,200.22665728047872,214.89932010045843,259.444500342062,256.44327218191967,295.77001022506545,244.78100240893514,282.0475508849697
139,2012-07-05,2024-04-17,2024-04-18,2024-04-26,228.42857142857142,266.91598464150263,239.57269667106496,281.43345105848493,228.65068708147322,250.95770790903606,254.77134049522675,273.4150688518284
140,2012-07-05,2024-04-26,2024-04-29,2024-05-08,308.7142857142857,342.28455163170054,352.2977417359242,406.9168414058739,228.81161063058036,250.9439031633719,238.40032228613157,259.68544399775595
141,2012-07-05,2024-05-08,2024-05-09,2024-05-17,179.57142857142858,211.01218651334537,174.46128747211836,214.96470871274286,131.64273507254464,176.71104036597794,108.21790014787744,143.0581558321429
142,2012-07-05,2024-05-17,2024-05-20,2024-05-29,44.57142857142857,54.96492388007881,138.92882394161595,147.36633581452293,75.55001395089286,87.19733437225896,87.00806782858434,94.86200352979652
143,2012-07-05,2024-05-29,2024-05-30,2024-06-07,72.85714285714286,81.29487771598616,129.5712654563467,134.30704411653605,85.91376604352679,93.19475426997856,80.83652956675529,85.75777973959943
144,2012-07-05,2024-06-07,2024-06-10,2024-06-18,73.28571428571429,92.21945874612673,114.3986461771404,144.84041454418215,185.26273018973214,187.5984278089745,211.35283633361624,213.02768861779515
145,2012-07-05,2024-06-18,2024-06-19,2024-06-27,106.0,119.78552261676462,101.12276685884159,107.57146755039666,138.79603794642858,157.35784955803638,153.0577611447455,165.3620291180111
