Date,BDI,BDI_lag_1,BDI_lag_2,BDI_lag_3,BDI_lag_7,BDI_lag_14,BDI_lag_30,BDI_mean_7,BDI_mean_20,BDI_mean_60,BDI_std_7,BDI_std_20,BDI_std_60,BDI_change_1,BDI_change_3,BDI_change_7,BDI_change_14,BDI_pct_change_1,BDI_pct_change_3,BDI_pct_change_7,BDI_pct_change_14,BDI_vs_mean_7,BDI_vs_mean_20,BDI_vs_mean_60,BDI_vs_mean_20_pct,BDI_vs_mean_60_pct,BDI_volatility_ratio,BDI_long_volatility_ratio,month,quarter,day_of_week,month_sin,month_cos,BDI_target_7
2010-04-20,2998.0,3002.0,3009.0,3001.0,2913.0,2982.0,3259.0,2973.5714285714284,3017.95,2966.8,39.71085973574549,103.62964166481702,268.0775121907336,-4.0,-3.0,85.0,16.0,-0.0013324450366422,-0.0009996667777407,0.0291795399931342,0.0053655264922871,24.42857142857156,-19.949999999999815,31.199999999999815,-0.0066104474891896,0.0105163812862342,0.034337759626507,0.0903591452712463,4,2,1,0.8660254037844387,-0.4999999999999998,3359.0
2010-04-21,3009.0,2998.0,3002.0,3009.0,2911.0,2998.0,3210.0,2987.5714285714284,3004.4,2963.5333333333333,30.082426447213543,83.28164010720975,266.31410450797955,11.0,0.0,98.0,11.0,0.0036691127418277,0.0,0.033665407076606,0.0036691127418277,21.42857142857156,4.599999999999909,45.4666666666667,0.0015310877379842,0.0153420466560187,0.0277198908624716,0.089863711506978,4,2,2,0.8660254037844387,-0.4999999999999998,3354.0
2010-04-22,3006.0,3009.0,2998.0,3002.0,2928.0,2991.0,3230.0,2998.714285714286,2992.55,2961.6666666666665,15.00793440942811,61.5779138464731,265.6046294947428,-3.0,4.0,78.0,15.0,-0.0009970089730807,0.0013324450366423,0.0266393442622949,0.0050150451354062,7.285714285714221,13.449999999999818,44.333333333333485,0.0044944946617432,0.0149690489589195,0.0205770710084954,0.0896807978035147,4,2,3,0.8660254037844387,-0.4999999999999998,3352.0
2010-04-23,3013.0,3006.0,3009.0,2998.0,2966.0,2991.0,3316.0,3005.428571428572,2984.35,2962.5,5.318431562528509,44.18653641098681,265.68730824544843,7.0,15.0,47.0,22.0,0.0023286759813705,0.005003335557038,0.0158462575859743,0.007355399531929,7.571428571427987,28.65000000000009,50.5,0.0096000804195218,0.0170464135021097,0.0148060838745411,0.0896834795765226,4,2,4,0.8660254037844387,-0.4999999999999998,3379.0
2010-04-26,3020.0,3013.0,3006.0,3009.0,3001.0,2981.0,3506.0,3008.1428571428573,2980.45,2965.366666666667,7.197883286710214,36.38026503765458,265.35866145471795,7.0,11.0,19.0,39.0,0.0023232658479921,0.0036556995679628,0.0063312229256913,0.0130828581013082,11.857142857142662,39.55000000000018,54.63333333333321,0.013269808250432,0.018423803689257,0.012206299396955,0.0894859527617893,4,2,0,0.8660254037844387,-0.4999999999999998,3468.0
2010-04-27,3203.0,3020.0,3013.0,3006.0,3009.0,2947.0,3574.0,3035.8571428571427,2989.55,2973.0,74.0527482529111,61.29091544257539,265.4995291897898,183.0,197.0,194.0,256.0,0.0605960264900662,0.0655355954757153,0.064473246925889,0.0868680013573124,167.14285714285734,213.44999999999985,230.0,0.0713987054907928,0.0773629330642448,0.0205017194703468,0.0893035752404271,4,2,1,0.8660254037844387,-0.4999999999999998,3608.0
2010-04-28,3329.0,3203.0,3020.0,3013.0,3002.0,2922.0,3498.0,3082.5714285714284,3006.9,2983.633333333333,130.64820083319844,97.47436910069425,266.7868422712027,126.0,316.0,327.0,407.0,0.03933812051202,0.1048788582807833,0.1089273817455029,0.1392881587953456,246.4285714285716,322.0999999999999,345.3666666666668,0.1071202899996674,0.1157537230892983,0.032416897502642,0.0894167655558221,4,2,2,0.8660254037844387,-0.4999999999999998,3707.0
2010-04-29,3359.0,3329.0,3203.0,3020.0,2998.0,2913.0,3427.0,3134.1428571428573,3024.95,2995.0666666666666,159.71686257397943,125.21622351587814,267.9457867419609,30.0,339.0,361.0,446.0,0.0090117152297988,0.112251655629139,0.120413609072715,0.1531067627875042,224.85714285714263,334.0500000000002,363.9333333333334,0.1104315773814443,0.1215109290833815,0.041394477104044,0.0894623781580691,4,2,3,0.8660254037844387,-0.4999999999999998,3822.0
2010-04-30,3354.0,3359.0,3329.0,3203.0,3009.0,2911.0,3396.0,3183.428571428572,3043.1,3006.2166666666667,167.69501795705847,144.8112746410212,268.7426525076288,-5.0,151.0,345.0,443.0,-0.0014885382554331,0.0471433031532937,0.114656031904287,0.1521813809687393,170.571428571428,310.9000000000001,347.7833333333333,0.1021655548618185,0.1156880464371053,0.0475867617367228,0.0893956365445921,4,2,4,0.8660254037844387,-0.4999999999999998,3888.0
2010-05-04,3352.0,3354.0,3359.0,3329.0,3006.0,2928.0,3379.0,3232.8571428571427,3061.15,3016.833333333333,157.35461922191917,159.7077182328933,269.62404249952425,-2.0,23.0,346.0,424.0,-0.0005963029218842,0.0069089816761789,0.1151031270791749,0.1448087431693989,119.14285714285734,290.8499999999999,335.16666666666697,0.0950133119905917,0.111098834318546,0.0521724574858773,0.0893731978894616,5,2,1,0.4999999999999999,-0.8660254037844387,3914.0
2010-05-05,3379.0,3352.0,3354.0,3359.0,3013.0,2966.0,3337.0,3285.1428571428573,3081.05,3027.7833333333333,130.66933913690323,173.40384109143162,270.7858677224349,27.0,20.0,366.0,413.0,0.0080548926014318,0.0059541530217326,0.1214736143378691,0.1392447741065408,93.85714285714266,297.9499999999998,351.2166666666667,0.0967040456987065,0.1159979522973352,0.0562807617829738,0.0894337004703446,5,2,2,0.4999999999999999,-0.8660254037844387,3929.0
2010-05-06,3468.0,3379.0,3352.0,3354.0,3020.0,3001.0,3280.0,3349.1428571428573,3107.1,3040.483333333333,78.43347196068899,190.4976585019776,273.29573549462475,89.0,114.0,448.0,467.0,0.0263391535957384,0.0339892665474059,0.1483443708609271,0.1556147950683106,118.85714285714266,360.9000000000001,427.5166666666669,0.1161533262527759,0.1406081269973524,0.0613104369032144,0.0898856219662306,5,2,3,0.4999999999999999,-0.8660254037844387,3922.0
2010-05-07,3608.0,3468.0,3379.0,3352.0,3203.0,3009.0,3243.0,3407.0,3141.4,3056.7833333333333,99.27067374942696,215.52955591677755,277.5308864574409,140.0,256.0,405.0,599.0,0.0403690888119954,0.0763723150357995,0.1264439587886356,0.1990694582917913,201.0,466.5999999999999,551.2166666666667,0.1485325014324823,0.1803257236637642,0.0686093957842928,0.0907918083140035,5,2,4,0.4999999999999999,-0.8660254037844387,3882.0
