Date,BDI,BCI,Panamax,Supramax,Handysize,BDI_lag_1,BDI_lag_2,BDI_lag_3,BDI_lag_7,BDI_lag_14,BDI_lag_30,Panamax_lag_1,Supramax_lag_1,Handysize_lag_1,BDI_mean_7,BDI_mean_20,BDI_mean_60,BDI_std_7,BDI_std_20,BDI_std_60,BDI_target_7,BDI_change_1,BDI_change_3,BDI_change_7,BDI_change_14,BDI_pct_change_1,BDI_pct_change_3,BDI_pct_change_7,BDI_pct_change_14,BDI_vs_mean_7,BDI_vs_mean_20,BDI_vs_mean_60,BDI_vs_mean_20_pct,BDI_vs_mean_60_pct,BDI_volatility_ratio,BDI_long_volatility_ratio,Panamax_change_1,Supramax_change_1,Handysize_change_1,Panamax_vs_BDI,Supramax_vs_BDI,Handysize_vs_BDI,Panamax_Supramax_spread,Supramax_Handysize_spread,Panamax_Handysize_spread,month,quarter,day_of_week,month_sin,month_cos
2010-01-18,3295.0,,,,,3299.0,3235.0,3175.0,3149.0,,,,,,3207.428571428572,,,68.54890503102429,,,3118.0,-4.0,120.0,146.0,,-0.0012124886329191176,0.03779527559055129,0.046363925055573185,,87.57142857142799,,,,,,,,,,,,,,,,1,1,0,0.49999999999999994,0.8660254037844387
2010-01-19,3208.0,,,,,3295.0,3299.0,3235.0,3140.0,,,,,,3217.1428571428573,,,61.89622651780053,,,2963.0,-87.0,-27.0,68.0,,-0.026403641881638795,-0.008346213292117488,0.021656050955414008,,-9.142857142857338,,,,,,,,,,,,,,,,1,1,1,0.49999999999999994,0.8660254037844387
2010-01-20,3158.0,,,,,3208.0,3295.0,3299.0,3148.0,,,,,,3218.5714285714284,,,60.12447405967391,,,2848.0,-50.0,-141.0,10.0,,-0.01558603491271815,-0.042740224310397035,0.0031766200762388674,,-60.57142857142844,,,,,,,,,,,,,,,,1,1,2,0.49999999999999994,0.8660254037844387
2010-01-21,3170.0,,,,,3158.0,3208.0,3295.0,3160.0,,,,,,3220.0,,,58.60034129593464,,,2745.0,12.0,-125.0,10.0,,0.0037998733375554927,-0.03793626707132014,0.0031645569620253333,,-50.0,,,,,,,,,,,,,,,,1,1,3,0.49999999999999994,0.8660254037844387
2010-01-22,3204.0,,,,,3170.0,3158.0,3208.0,3175.0,3140.0,,,,,3224.1428571428573,,,55.84928698867054,,,2691.0,34.0,-4.0,29.0,64.0,0.010725552050473208,-0.0012468827930174342,0.00913385826771651,0.020382165605095537,-20.142857142857338,,,,,,,,,,,,,,,,1,1,4,0.49999999999999994,0.8660254037844387
2010-01-25,3223.0,,,,,3204.0,3170.0,3158.0,3235.0,3270.0,,,,,3222.428571428572,,,55.64427836072404,,,2673.0,19.0,65.0,-12.0,-47.0,0.005930087390761507,0.020582647245091845,-0.0037094281298299947,-0.0143730886850153,0.5714285714279868,,,,,,,,,,,,,,,,1,1,0,0.49999999999999994,0.8660254037844387
2010-01-26,3205.0,,,,,3223.0,3204.0,3170.0,3299.0,3259.0,,,,,3209.0,,,44.26435736948349,,,2685.0,-18.0,35.0,-94.0,-54.0,-0.0055848588271796284,0.011041009463722329,-0.028493482873598097,-0.01656949984657874,-4.0,,,,,,,,,,,,,,,,1,1,1,0.49999999999999994,0.8660254037844387
2010-01-27,3118.0,,,,,3205.0,3223.0,3204.0,3295.0,3149.0,,,,,3183.714285714286,,,36.89044269054992,,,2715.0,-87.0,-86.0,-177.0,-31.0,-0.027145085803432112,-0.02684144818976275,-0.05371775417298941,-0.009844395046046395,-65.71428571428578,,,,,,,,,,,,,,,,1,1,2,0.49999999999999994,0.8660254037844387
2010-01-28,2963.0,,,,,3118.0,3205.0,3223.0,3208.0,3140.0,,,,,3148.714285714286,,,89.17719119018818,,,2722.0,-155.0,-260.0,-245.0,-177.0,-0.04971135343168698,-0.08067018305926155,-0.07637157107231918,-0.0563694267515924,-185.71428571428578,,,,,,,,,,,,,,,,1,1,3,0.49999999999999994,0.8660254037844387
2010-01-29,2848.0,,,,,2963.0,3118.0,3205.0,3158.0,3148.0,,,,,3104.428571428572,3168.35,,143.95005747695606,105.93507197186496,,2706.0,-115.0,-357.0,-310.0,-300.0,-0.038812014849814336,-0.11138845553822152,-0.09816339455351486,-0.09529860228716647,-256.428571428572,-320.3499999999999,,-0.1011094102608613,,0.03343540706420217,,,,,,,,,,,1,1,4,0.49999999999999994,0.8660254037844387
2010-02-01,2745.0,,,,,2848.0,2963.0,3118.0,3170.0,3160.0,,,,,3043.714285714286,3148.6,,192.9660715304756,142.13462854483757,,2630.0,-103.0,-373.0,-425.0,-415.0,-0.036165730337078705,-0.11962796664528541,-0.13406940063091488,-0.13132911392405067,-298.7142857142858,-403.5999999999999,,-0.12818395477355013,,0.04514216748549755,,,,,,,,,,,2,1,0,0.8660254037844386,0.5000000000000001
2010-02-02,2691.0,,,,,2745.0,2848.0,2963.0,3204.0,3175.0,,,,,2970.428571428572,3119.65,,217.76735073839427,171.94560798480188,,2575.0,-54.0,-272.0,-513.0,-484.0,-0.01967213114754096,-0.09179885251434361,-0.1601123595505618,-0.15244094488188975,-279.428571428572,-428.6500000000001,,-0.1374032343371853,,0.05511695478172291,,,,,,,,,,,2,1,1,0.8660254037844386,0.5000000000000001
2010-02-03,2673.0,,,,,2691.0,2745.0,2848.0,3223.0,3235.0,,,,,2891.8571428571427,3090.35,,210.55199561424865,195.293106300302,,2571.0,-18.0,-175.0,-550.0,-562.0,-0.006688963210702337,-0.061446629213483095,-0.1706484641638225,-0.1737248840803709,-218.85714285714266,-417.3499999999999,,-0.13504942805831052,,0.06319449457190998,,,,,,,,,,,2,1,2,0.8660254037844386,0.5000000000000001
2010-02-04,2685.0,,,,,2673.0,2691.0,2745.0,3205.0,3299.0,,,,,2817.5714285714284,3067.15,,169.3594374329897,214.5684224081839,,2566.0,12.0,-60.0,-520.0,-614.0,0.004489337822671136,-0.021857923497267784,-0.16224648985959433,-0.18611700515307672,-132.57142857142844,-382.1500000000001,,-0.12459449325921461,,0.0699569380070045,,,,,,,,,,,2,1,3,0.8660254037844386,0.5000000000000001
2010-02-05,2715.0,,,,,2685.0,2673.0,2691.0,3118.0,3295.0,,,,,2760.0,3045.9,,107.36076254075802,227.62200892569328,,2598.0,30.0,24.0,-403.0,-580.0,0.011173184357541999,0.008918617614269708,-0.12924951892238612,-0.17602427921092567,-45.0,-330.9000000000001,,-0.10863784103220725,,0.0747306244215809,,,,,,,,,,,2,1,4,0.8660254037844386,0.5000000000000001
2010-02-08,2722.0,,,,,2715.0,2685.0,2673.0,2963.0,3208.0,,,,,2725.5714285714284,3024.6,,59.29546678247901,237.29138206011604,,2661.0,7.0,49.0,-241.0,-486.0,0.0025782688766113893,0.018331462775907248,-0.08133648329395882,-0.15149625935162092,-3.5714285714284415,-302.5999999999999,,-0.10004628711234541,,0.07845380614299942,,,,,,,,,,,2,1,0,0.8660254037844386,0.5000000000000001
2010-02-09,2706.0,,,,,2722.0,2715.0,2685.0,2848.0,3158.0,,,,,2705.285714285714,3001.9,,24.526953104108,245.23928164785883,,2704.0,-16.0,21.0,-142.0,-452.0,-0.005878030859661987,0.007821229050279266,-0.049859550561797805,-0.14312856238125393,0.7142857142857792,-295.9000000000001,,-0.09857090509344085,,0.08169468724736295,,,,,,,,,,,2,1,1,0.8660254037844386,0.5000000000000001
2010-02-10,2630.0,,,,,2706.0,2722.0,2715.0,2745.0,3170.0,,,,,2688.8571428571427,2974.65,,31.120350102077413,255.07465883334484,,2714.0,-76.0,-85.0,-115.0,-540.0,-0.028085735402808565,-0.03130755064456725,-0.041894353369763215,-0.17034700315457418,-58.85714285714266,-344.6500000000001,,-0.11586237036289987,,0.08574946929331008,,,,,,,,,,,2,1,2,0.8660254037844386,0.5000000000000001
2010-02-11,2575.0,,,,,2630.0,2706.0,2722.0,2691.0,3204.0,,,,,2672.285714285714,2941.65,,52.98966655777747,262.21290566014613,,2721.0,-55.0,-147.0,-116.0,-629.0,-0.020912547528517123,-0.0540044085231447,-0.043106651802304,-0.1963171036204744,-97.28571428571422,-366.6500000000001,,-0.12464093280981765,,0.08913803670054089,,,,,,,,,,,2,1,3,0.8660254037844386,0.5000000000000001
2010-02-12,2571.0,,,,,2575.0,2630.0,2706.0,2673.0,3223.0,,,,,2657.714285714286,2905.25,,65.3445082765525,260.51969821473114,,2724.0,-4.0,-135.0,-102.0,-652.0,-0.0015533980582523865,-0.04988913525498895,-0.038159371492704874,-0.20229599751784055,-86.71428571428578,-334.25,,-0.11505033990190174,,0.08967204137844631,,,,,,,,,,,2,1,4,0.8660254037844386,0.5000000000000001
2010-02-15,2566.0,,,,,2571.0,2575.0,2630.0,2685.0,3205.0,3140.0,,,,2640.714285714286,2868.8,,72.18428796193193,254.0361764540008,,2707.0,-5.0,-64.0,-119.0,-639.0,-0.00194476857253989,-0.024334600760456238,-0.04432029795158288,-0.1993759750390015,-74.71428571428578,-302.8000000000002,,-0.10554935861684334,,0.0885513721604855,,,,,,,,,,,2,1,0,0.8660254037844386,0.5000000000000001
2010-02-16,2598.0,,,,,2566.0,2571.0,2575.0,2715.0,3118.0,3270.0,,,,2624.0,2838.3,,65.33758489567613,247.7078287439709,,2711.0,32.0,23.0,-117.0,-520.0,0.01247077162899446,0.008932038834951417,-0.04309392265193368,-0.16677357280307892,-26.0,-240.30000000000018,,-0.08466335482507141,,0.08727330752350734,,,,,,,,,,,2,1,1,0.8660254037844386,0.5000000000000001
2010-02-17,2661.0,,,,,2598.0,2566.0,2571.0,2722.0,2963.0,3259.0,,,,2615.285714285714,2813.45,,52.98966655777753,238.7137627501096,,2738.0,63.0,90.0,-61.0,-302.0,0.024249422632794504,0.035005834305717576,-0.022409992652461463,-0.10192372595342558,45.71428571428578,-152.44999999999982,,-0.05418614156995853,,0.08484734498573268,,,,,,,,,,,2,1,2,0.8660254037844386,0.5000000000000001
2010-02-18,2704.0,,,,,2661.0,2598.0,2566.0,2706.0,2848.0,3149.0,,,,2615.0,2790.15,,52.42136968832161,224.39328139862363,,2760.0,43.0,138.0,-2.0,-144.0,0.01615933859451335,0.05378020265003891,-0.0007390983000739038,-0.050561797752809,89.0,-86.15000000000009,,-0.030876476175116064,,0.08042337558863273,,,,,,,,,,,2,1,3,0.8660254037844386,0.5000000000000001
2010-02-19,2714.0,,,,,2704.0,2661.0,2598.0,2630.0,2745.0,3140.0,,,,2627.0,2765.65,,64.6219776856116,202.5127091528352,,2792.0,10.0,116.0,84.0,-31.0,0.0036982248520709415,0.04464973056197086,0.03193916349809878,-0.011293260473588362,87.0,-51.65000000000009,,-0.018675537396272156,,0.07322427246861866,,,,,,,,,,,2,1,4,0.8660254037844386,0.5000000000000001
2010-02-22,2721.0,,,,,2714.0,2704.0,2661.0,2575.0,2691.0,3148.0,,,,2647.8571428571427,2740.55,,68.48705126135802,171.5932997710445,,2911.0,7.0,60.0,146.0,30.0,0.002579218865143673,0.022547914317925688,0.056699029126213496,0.011148272017837302,73.14285714285734,-19.550000000000182,,-0.007133604568426112,,0.06261272363979657,,,,,,,,,,,2,1,0,0.8660254037844386,0.5000000000000001
2010-02-23,2724.0,,,,,2721.0,2714.0,2704.0,2571.0,2673.0,3160.0,,,,2669.714285714286,2716.5,,64.14752342767768,132.27423666084894,,3121.0,3.0,20.0,153.0,51.0,0.0011025358324145973,0.007396449704142105,0.05950991831971986,0.019079685746352437,54.28571428571422,7.5,,0.0027609055770292656,,0.04869289035923024,,,,,,,,,,,2,1,1,0.8660254037844386,0.5000000000000001
2010-02-24,2707.0,,,,,2724.0,2721.0,2714.0,2566.0,2685.0,3175.0,,,,2689.8571428571427,2695.95,,45.6122372886475,92.58707139484126,,3242.0,-17.0,-7.0,141.0,22.0,-0.006240822320117467,-0.002579218865143673,0.05494933749025721,0.008193668528864162,17.142857142857338,11.050000000000182,,0.004098740703648133,,0.034343022457701836,,,,,,,,,,,2,1,2,0.8660254037844386,0.5000000000000001
2010-02-25,2711.0,,,,,2707.0,2724.0,2721.0,2598.0,2715.0,3235.0,,,,2706.0,2683.35,,21.08712087190586,68.291384214222,,3259.0,4.0,-10.0,113.0,-4.0,0.0014776505356484115,-0.00367511944138188,0.04349499615088526,-0.0014732965009207621,5.0,27.65000000000009,,0.010304283824324106,,0.025450047222398124,,,,,,,,,,,2,1,3,0.8660254037844386,0.5000000000000001
2010-02-26,2738.0,,,,,2711.0,2707.0,2724.0,2661.0,2722.0,3299.0,,,,2717.0,2677.85,,11.690451944487332,57.98482106279168,,3210.0,27.0,14.0,77.0,16.0,0.00995942456658061,0.0051395007342143195,0.028936490041337803,0.005878030859661987,21.0,60.15000000000009,,0.02246204977874044,,0.021653498539048747,,,,,,,,,,,2,1,4,0.8660254037844386,0.5000000000000001
2010-03-01,2760.0,,,,,2738.0,2711.0,2707.0,2704.0,2706.0,3295.0,,,,2725.0,2678.6,,18.49324200889888,58.98742060366296,,3230.0,22.0,53.0,56.0,54.0,0.008035062089116085,0.01957886959734023,0.020710059171597628,0.019955654101995624,35.0,81.40000000000009,,0.030389009183902072,,0.022021735460189266,,,,,,,,,,,3,1,0,1.0,6.123233995736766e-17
2010-03-02,2792.0,,,,,2760.0,2738.0,2711.0,2714.0,2630.0,3208.0,,,,2736.1428571428573,2683.65,,30.41616111777677,64.19811031814572,,3316.0,32.0,81.0,78.0,162.0,0.011594202898550732,0.02987827369974183,0.028739867354458326,0.06159695817490496,55.85714285714266,108.34999999999991,,0.040374117340189634,,0.02392193852333416,,,,,,,,,,,3,1,1,1.0,6.123233995736766e-17
2010-03-03,2911.0,,,,,2792.0,2760.0,2738.0,2721.0,2575.0,3158.0,,,,2763.285714285714,2695.55,,71.57679858192719,81.77277567812538,,3506.0,119.0,173.0,190.0,336.0,0.04262177650429799,0.06318480642804958,0.06982726938625516,0.1304854368932038,147.71428571428578,215.44999999999982,,0.07992802953015148,,0.03033621178539644,,,,,,,,,,,3,1,2,1.0,6.123233995736766e-17
2010-03-04,3121.0,,,,,2911.0,2792.0,2760.0,2724.0,2571.0,3170.0,,,,2820.0,2717.35,,149.79986648859074,125.32915609873385,,3574.0,210.0,361.0,397.0,550.0,0.07214015802129858,0.13079710144927525,0.14574155653450815,0.21392454297938546,301.0,403.6500000000001,,0.14854545789096,,0.0461218304961576,,,,,,,,,,,3,1,3,1.0,6.123233995736766e-17
2010-03-05,3242.0,,,,,3121.0,2911.0,2792.0,2707.0,2566.0,3204.0,,,,2896.428571428572,2743.7,,207.79224972943183,171.6493058841953,,3498.0,121.0,450.0,535.0,676.0,0.038769625120153695,0.1611747851002865,0.19763575914296272,0.26344505066250967,345.571428571428,498.3000000000002,,0.18161606589641732,,0.06256125155235459,,,,,,,,,,,3,1,4,1.0,6.123233995736766e-17
2010-03-08,3259.0,,,,,3242.0,3121.0,2911.0,2711.0,2598.0,3223.0,,,,2974.714285714286,2770.55,,228.48757390407653,206.5316275002316,,3427.0,17.0,348.0,548.0,661.0,0.00524367674275128,0.11954654757815186,0.20213943194393202,0.25442648190916084,284.2857142857142,488.4499999999998,,0.17630073451119807,,0.0745453529083509,,,,,,,,,,,3,1,0,1.0,6.123233995736766e-17
2010-03-09,3210.0,,,,,3259.0,3242.0,3121.0,2738.0,2661.0,3205.0,,,,3042.1428571428573,2795.75,,216.30952249914665,227.8849836857912,,3396.0,-49.0,89.0,472.0,549.0,-0.01503528689782141,0.028516501121435445,0.17238860482103724,0.2063134160090192,167.85714285714266,414.25,,0.1481713314852902,,0.08151121655576901,,,,,,,,,,,3,1,1,1.0,6.123233995736766e-17
2010-03-10,3230.0,,,,,3210.0,3259.0,3242.0,2760.0,2704.0,3118.0,,,,3109.285714285714,2825.75,,184.78249762510148,243.85066072668675,,3379.0,20.0,-12.0,470.0,526.0,0.006230529595015577,-0.0037014188772362955,0.17028985507246386,0.194526627218935,120.71428571428578,404.25,,0.14305936477041492,,0.08629590753841875,,,,,,,,,,,3,1,2,1.0,6.123233995736766e-17
2010-03-11,3316.0,,,,,3230.0,3210.0,3259.0,2792.0,2714.0,2963.0,,,,3184.1428571428573,2862.8,,133.97938718502644,259.5355365587565,,3337.0,86.0,57.0,524.0,602.0,0.026625386996903977,0.01749002761583318,0.18767908309455583,0.2218128224023581,131.85714285714266,453.1999999999998,,0.1583065530250104,,0.09065793508409827,,,,,,,,,,,3,1,3,1.0,6.123233995736766e-17
2010-03-12,3506.0,,,,,3316.0,3230.0,3210.0,2911.0,2721.0,2848.0,,,,3269.1428571428573,2909.55,,119.8004292861327,286.96808459992,,3280.0,190.0,296.0,595.0,785.0,0.05729794933654997,0.09221183800623045,0.20439711439367914,0.28849687614847475,236.85714285714266,596.4499999999998,,0.20499733635785594,,0.09862971407946933,,,,,,,,,,,3,1,4,1.0,6.123233995736766e-17
2010-03-15,3574.0,,,,,3506.0,3316.0,3230.0,3121.0,2724.0,2745.0,,,,3333.8571428571427,2959.95,,145.93883258797672,310.96851676826066,,3243.0,68.0,344.0,453.0,850.0,0.0193953223046206,0.10650154798761613,0.14514578660685684,0.3120411160058738,240.14285714285734,614.0500000000002,,0.2074528285950777,,0.10505870598093234,,,,,,,,,,,3,1,0,1.0,6.123233995736766e-17
2010-03-16,3498.0,,,,,3574.0,3506.0,3316.0,3242.0,2707.0,2691.0,,,,3370.428571428572,3004.95,,151.06936281374504,320.79809603713665,,3177.0,-76.0,182.0,256.0,791.0,-0.021264689423615035,0.05488540410132692,0.07896360271437386,0.29220539342445506,127.57142857142799,493.0500000000002,,0.16407926920581048,,0.10675655037093351,,,,,,,,,,,3,1,1,1.0,6.123233995736766e-17
2010-03-17,3427.0,,,,,3498.0,3574.0,3506.0,3259.0,2711.0,2673.0,,,,3394.428571428572,3043.25,,143.57559813892777,323.28932373665623,,3098.0,-71.0,-79.0,168.0,716.0,-0.020297312750142904,-0.02253280091272103,0.05154955507824477,0.26410918480265577,32.57142857142799,383.75,,0.12609874312001973,,0.10623160231221761,,,,,,,,,,,3,1,2,1.0,6.123233995736766e-17
2010-03-18,3396.0,,,,,3427.0,3498.0,3574.0,3210.0,2738.0,2685.0,,,,3421.0,3077.85,,118.83461897387096,322.0985914771721,,3021.0,-31.0,-178.0,186.0,658.0,-0.009045812664137731,-0.04980414101846675,0.05794392523364489,0.2403214024835647,-25.0,318.1500000000001,,0.1033676105073347,,0.10465051626205699,,,,,,,,,,,3,1,3,1.0,6.123233995736766e-17
